state,lga,ward,facility_uid,facility_code,facility_name,facility_level,ownership,longitude,latitude,physical_location,postal_address,hours_of_operation,hiv_capable,details
Abia,Aba South,Unknown,30255360,01/02/1/1/2/0077,Salvation Clinic,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,54125612,01/02/1/1/2/0078,Sam Memorial Hospital/Maternity,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,42693056,01/02/1/2/2/0055,Sancta Maria Hospital,Secondary,Private,7.377002835,5.113615394,,,,,View
Abia,Aba South,Unknown,25443668,01/02/1/1/2/0079,Shabia Hospital,Primary,Private,7.37635,5.09663,,,,,View
Abia,Aba South,Unknown,52268360,01/02/1/2/2/0056,Shalom Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,52930279,01/02/1/1/2/0081,Slim Clinic,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,43872738,01/02/1/1/2/0086,St. Agnes Clinic And Maternity,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,36795714,01/02/1/2/2/0058,St. Andrew Hospital & Clinic,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,72627855,01/02/1/2/2/0059,St. Anthony Hospital,Secondary,Private,7.37867,5.10131,,,,,View
Abia,Aba South,Unknown,76973745,01/02/1/2/2/0060,St. Augustus Hopital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,56005364,01/02/1/2/2/0062,St. Frances Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,46812018,01/02/1/2/2/0064,St. Partrick Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,84917200,01/02/1/1/2/0088,Temple Clinic,Primary,Private,7.348769903,5.087952018,,,,,View
Abia,Aba South,Unknown,18960073,01/02/1/2/2/0065,The Apostolic Church Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,34439421,01/02/1/1/2/0089,The Nazareth Clinic,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,70989191,01/02/1/1/2/0090,The Presbyterian,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,77230417,01/02/1/2/2/0066,Tricoma Christain Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,35704298,01/02/1/2/2/0067,Twin Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,42493255,01/02/1/1/2/0091,Uchechi Hospital And Maternity,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,58133152,01/02/1/1/2/0092,Uchendu Clinic,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,65595109,01/02/1/2/2/0068,Ucheoma Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,31187261,01/02/1/2/2/0069,Ududi Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,39092246,01/02/1/1/2/0093,Ugo Unity And Maternity,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,79986344,01/02/1/1/2/0094,Ugochukwu Maternity Home And Clinic,Primary,Private,,,,,,,View
Abia,Aba South,Unknown,20822613,01/02/1/2/2/0070,Ugonna. Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,87331759,01/02/1/1/1/0056,Umuaku Health Center,Primary,Public,7.36083,5.07743,,,,,View
Abia,Aba South,Unknown,13651154,01/02/1/1/1/0058,Umunkwulo Umuagbai Comprehensive Health Center,Primary,Public,7.352478028,5.078491211,,,,,View
Abia,Aba South,Unknown,73067316,01/02/1/1/1/0060,Umuogorosoke Health Center,Primary,Public,7.330078125,5.080078125,,,,,View
Abia,Aba South,Unknown,56460178,01/02/1/2/2/0071,Union Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,52829383,01/02/1/1/1/0063,Uratta Primary Health Center,Primary,Public,7.326904297,5.086120605,,,,,View
Abia,Aba South,Unknown,58760732,01/02/1/2/2/0072,Uwalaka Hospital,Secondary,Private,7.360473633,5.111083984,,,,,View
Abia,Aba South,Unknown,64092998,01/02/1/2/2/0073,Uzoma Hospital,Secondary,Private,,,,,,,View
Abia,Aba South,Unknown,31476444,01/02/1/2/2/0074,Wimpole Hospital,Secondary,Private,7.375,5.1103,,,,,View
Abia,Aba South,Unknown,55069560,01/02/1/1/2/0097,Winners Family Clinic,Primary,Private,,,,,,,View
Abia,Arochukwu,Arochukwu 1,30415725,01/03/1/2/2/0058,ARO USA,Secondary,Private,7.90031,5.38200,,,,,View
Abia,Arochukwu,Arochukwu 1,71428353,01/03/1/2/1/0001,Arochukwu General Hospital,Secondary,Public,7.91229248,5.388305664,,,,,View
Abia,Arochukwu,Arochukwu 1,82432201,01/03/1/1/1/0024,Health Office Clinic,Primary,Public,7.91326,5.38558,,,,,View
Abia,Arochukwu,Arochukwu 1,79312081,01/03/1/1/2/0002,Mikky Maternity,Primary,Private,,,,,,,View
Abia,Arochukwu,Arochukwu 1,22063166,01/03/1/1/1/0046,Ugwuakuma Health Centre,Primary,Public,7.91192627,5.412292481,Ugwuakuma town hall,,,,View
Abia,Arochukwu,Arochukwu 1,80610610,01/03/1/1/1/0053,Utughaugwu Health Centre,Primary,Public,7.88921,5.45759,,,,,View
Abia,Arochukwu,Arochukwu 2,61467140,01/03/1/2/2/0006,St Anthony'S Hospital (Arochukwu),Secondary,Private,7.88647461,5.393127441,Civic centre Arochukwu,,,,View
Abia,Arochukwu,Arochukwu 2,80747883,01/03/1/1/1/0047,Ugwuavo Health Centre,Primary,Public,7.893127442,5.398071289,After Anglican church,,,,View
Abia,Arochukwu,Arochukwu 3,82708117,01/03/1/1/1/0015,Amuvi Model health centre,Primary,Public,7.8725,5.41402,,,,,View
Abia,Arochukwu,Arochukwu 3,65796216,01/03/1/1/1/0016,Asaga Health Centre,Primary,Public,7.881896972,5.398681641,,,,,View
Abia,Arochukwu,Arochukwu 3,51358956,01/03/1/1/1/0020,Atani Basic Health centre,Primary,Public,,,,,,,View
Abia,Arochukwu,Arochukwu 3,79521498,01/03/1/2/2/0057,God Blessed,Secondary,Private,7.90446,5.39943,Nkanna Road Amuvi,,,,View
Abia,Arochukwu,Arochukwu 3,44547607,01/03/1/2/1/0003,Obinkita Health Centre,Secondary,Public,7.888671875,5.387878418,Obinkita hall,,,,View
Abia,Arochukwu,Arochukwu 4,17996206,01/03/1/1/1/0010,Amannagwu Health Centre,Primary,Public,7.899475098,5.379699707,,,,,View
Abia,Arochukwu,Arochukwu 4,16253228,01/03/1/1/1/0025,Ibom Health Centre,Primary,Public,7.89573,5.38189,,,,,View
Abia,Arochukwu,Ebemoha,34330029,01/03/1/1/1/0035,Ndiagwu Health Centre,Primary,Public,7.74818086,5.53192353,Ndiagwu,,,,View
Abia,Arochukwu,Eleoha Ihe 1,19307930,01/03/1/1/1/0004,Aduanu Health Centre,Primary,Public,7.8947,5.3836,,,,,View
Abia,Arochukwu,Eleoha Ihe 1,38484338,01/03/1/1/1/0009,Amamiri Health Centre,Primary,Public,7.883117676,5.497314453,,,,,View
Abia,Arochukwu,Eleoha Ihe 2,49688229,01/03/1/1/1/0003,Achara Health Centre,Primary,Public,7.8739,5.4123,,,,,View
Abia,Arochukwu,Eleoha Ihe 2,22909752,01/03/1/1/1/0007,Amafia/Amaetiti Health Centre,Primary,Public,7.8978,5.4934,,,,,View
Abia,Arochukwu,Eleoha Ihe 3,76037333,01/03/1/1/1/0042,Okpo Health Centre,Primary,Public,7.913696289,5.477111817,OKPO,,,,View
Abia,Arochukwu,Eleoha Ututu,32650247,01/03/1/1/1/0023,Eleoha Health Centre,Primary,Public,7.916320801,5.434692383,,,,,View
Abia,Arochukwu,Eleoha Ututu,15267057,01/03/1/1/1/0038,Nkpakpi Health Centre,Primary,Public,7.91841,5.43484,Nkpakpi,,,,View
Abia,Arochukwu,Etiti Abam,75191149,01/03/1/1/1/0019,Atani Abam Health Centre,Primary,Public,7.77154,5.50333,,,,,View
Abia,Arochukwu,Etiti Abam,65824945,01/03/1/1/1/0033,Ndi Okorie Health Centre,Primary,Public,7.773131,5.548532,ndiokorie,,,,View
Abia,Arochukwu,Ikwun 1,64485054,01/03/1/1/1/0018,Atan Ihe Health Centre,Primary,Public,7.877319336,5.457092285,,,,,View
Abia,Arochukwu,Ikwun 1,31331307,01/03/1/2/2/0002,Mercy Catholic Hospital,Secondary,Private,7.885681152,5.481506348,Ikwun Ihe 1,,,,View
Abia,Arochukwu,Ikwun 1,52221941,01/03/1/1/1/0034,Ndi Okpo Health Centre,Primary,Public,7.878723,5.471924,,,,,View
Abia,Arochukwu,Ikwun 1,34894426,01/03/1/1/1/0039,Obichie Health Centre,Primary,Public,7.880676269,5.461304,obichie,,,,View
Abia,Arochukwu,Ikwun 1,67316196,01/03/1/1/1/0045,Uburu Health Centre,Primary,Public,7.88137,5.44219,,,,,View
Abia,Arochukwu,Ikwun 1,65005086,01/03/1/1/1/0051,Umuye Health Centre,Primary,Public,7.890319824,5.472290039,umuye,,,,View
Abia,Arochukwu,Ikwun 2,51200679,01/03/1/1/1/0052,Umuzomgbo Health Centre,Primary,Public,7.88912,5.45777,,,,,View
Abia,Arochukwu,Isu,52789227,01/03/1/1/1/0028,Isu Health Centre,Primary,Public,7.95607,5.41588,,,,,View
Abia,Arochukwu,Isu,27099949,01/03/1/1/1/0040,Obieze Health Centre,Primary,Public,7.950500488,5.419677734,0bieze,,,,View
Abia,Arochukwu,Ohaeke,62818971,01/03/1/1/1/0026,Idima Abam Health Centre,Primary,Public,7.703312791,5.542945786,,,,,View
Abia,Arochukwu,Ohafor 1,67772446,01/03/1/1/1/0013,Amuru Abam Health Centre,Primary,Public,7.74657,5.61622,,,,,View
Abia,Arochukwu,Ohafor 1,13030539,01/03/1/1/1/0031,Ndi Ememe Health Centre,Primary,Public,7.73842866,5.56695424,ndiememe,,,,View
Abia,Arochukwu,Ohafor 1,74438381,01/03/1/1/1/0043,Ozu Abam Health Centre,Primary,Public,7.747680664,5.596130371,At the back of Ozuabam market,,,,View
Abia,Arochukwu,Ohafor 1,34460006,01/03/1/2/2/0009,The Light Hospital,Secondary,Private,7.74078,5.59414,Ozuabam,,,,View
Abia,Arochukwu,Ohafor 2,81194771,01/03/1/1/1/0012,Ameke Abam Health Centre,Primary,Public,7.676086426,5.594299316,,,,,View
Abia,Arochukwu,Ohafor 2,76865125,01/03/1/1/1/0030,Ndi Ebe Abam Health Facility,Primary,Public,7.71796,5.61625,ndiebe,,,,View
Abia,Arochukwu,Ovukwu,65180364,01/03/1/1/1/0032,Ndi Okereke Abam Health Post,Primary,Public,7.79702,5.48233,ndi okereke village square,,,,View
Abia,Arochukwu,Ovukwu,79993826,01/03/1/1/1/0036,Ndi-Oji Health Centre,Primary,Public,7.78599,5.5082,ndioji,,,,View
Abia,Arochukwu,Unknown,87196432,01/03/1/1/1/0001,Abia Health Post,Primary,Public,7.891113281,5.534729004,,,,,View
Abia,Arochukwu,Unknown,27679189,01/03/1/1/1/0017,Asasa Health Centre,Primary,Public,7.8819,5.3987,,,,,View
Abia,Arochukwu,Unknown,14149258,01/03/1/1/1/0022,College Of Education Technical Clinic,Primary,Public,,,,,,,View
Abia,Arochukwu,Unknown,49238746,01/03/1/2/1/0002,General Hospital Arochukwu,Secondary,Public,,,,,,,View
Abia,Arochukwu,Ututu,61789514,01/03/1/1/1/0002,Abuma Health Centre,Primary,Public,7.9143,5.4256,ABUMA,,,,View
Abia,Arochukwu,Ututu,48684695,01/03/1/1/1/0008,Amakofia Health Centre,Primary,Public,7.900695801,5.4266,,,,,View
Abia,Arochukwu,Ututu,18405757,01/03/1/2/1/0055,Cottage Hospital,Secondary,Public,7.9159,5.4215,Obiene Ututu,,,,View
Abia,Arochukwu,Ututu,21507868,01/03/1/1/1/0056,Obiene Health Centre,Primary,Public,7.9218,5.4107,OBIENE,Obiene,,,View
Abia,Arochukwu,Ututu,21351915,01/03/1/1/2/0006,Uche Chukwu,Primary,Private,7.909484863,5.442687988,Amasa,,,,View
Abia,Arochukwu,Ututu,77467816,01/03/1/1/1/0048,Ukwuakwu Health Centre,Primary,Public,7.909301758,5.431091309,ukwuakwu,,,,View
Abia,Bende,Alayi A,45358188,01/04/1/1/1/0002,Agboakoli Alayi Health Centre,Primary,Public,7.5952,5.7409,,,24hrs,,View
Abia,Bende,Alayi A,38917964,01/04/1/1/1/0006,Alayi Primary Health Center,Primary,Public,7.5948,5.7258,On the major road in Ezi Alayi beside the community Hall,,24hrs,,View
Abia,Bende,Alayi A,80867139,01/04/1/1/1/0054,Umuenyere Alayi Primary Health Care Care,Primary,Public,7.61845,5.72986,Umuenyere Alayi community,,24hrs,,View
Abia,Bende,Alayi B,59974401,01/04/1/1/1/0011,Amankalu Alayi Primary Health Centre,Primary,Public,7.6064,5.7088,Amankalu Alayi community,,24hrs,,View
Abia,Bende,Alayi B,13341646,01/04/1/1/2/0003,Ezinne Model Maternity Home,Primary,Private,7.6013644,5.72156813,Alayi community,,24hrs,,View
Abia,Bende,Alayi B,65407658,01/04/1/1/1/0028,Isiaku Primary Health Care,Primary,Public,7.60323515,5.69546549,Isiaku community,,24hrs,,View
Abia,Bende,Bende,41107901,01/04/1/1/1/0001,Agbamuzu  Health Centre,Primary,Public,7.62348,5.55758,Agbamuzu community,,24hrs,,View
Abia,Bende,Bende,50158284,01/04/1/1/1/0021,Bende Maternity,Primary,Public,7.63633,5.56001,,,,,View
Abia,Bende,Bende,48775663,01/04/1/1/1/0022,Bende Ovu Primary Health Care,Primary,Public,7.63450563,5.555514693,Amaogu community,,24hrs,,View
Abia,Bende,Bende,83206039,01/04/1/1/1/0025,EtitiUlo Health Post,Primary,Public,7.6445831,5.5375329,,,24hrs,,View
Abia,Bende,Bende,15457546,01/04/1/1/2/0008,Okoroenyi Primary Health Care,Primary,Public,7.60157,5.50824,OKPOROENYI COMMUNITY,,24HOURS,,View
Abia,Bende,Bende,49891725,01/04/1/1/1/0050,Standard Primary Health Care,Primary,Public,7.63777479,5.55836749,Inside the local Government council,,24hrs,,View
Abia,Bende,Igbere 1,29606773,01/04/1/1/1/0027,Igbere Primary Health Centre,Primary,Public,7.65624055,5.70991838,AT ONUIBINA,,24HOURS,,View
Abia,Bende,Igbere 1,30661652,01/04/1/1/1/0040,Okafia Ultra Modern Health Care,Primary,Public,7.6448334,5.69316078,,,24hrs,,View
Abia,Bende,Igbere 2,53077811,01/04/1/1/1/0010,Amaiyi Igbere Primary Health Centre,Primary,Public,7.6459,5.6817,In the village close to the community Hall.,,24hrs,,View
Abia,Bende,Igbere 2,49247576,01/04/1/1/1/0017,Amaukwu Igbere Primary Health Care,Primary,Public,7.669494629,5.703308105,,,24hrs,,View
Abia,Bende,Igbere 3,15382674,01/04/1/1/1/0012,Amankalu Igbere Primary Health Care,Primary,Public,7.665,5.7078,"In Amankalu community,Bende LGA",,24hrs,,View
Abia,Bende,Igbere 3,14615840,01/04/1/1/1/0057,Umuisi Primary Health Centre,Primary,Public,7.5511877,5.70131415,In Umusi community,,24hrs,,View
Abia,Bende,Item 1,30094483,01/04/1/1/1/0009,Amaekpu Health Centre,Primary,Public,7.7149,5.7855,Amaekpu community in Bende LGA,,24hrs,,View
Abia,Bende,Item 1,13424830,01/04/1/1/2/0002,Chijioke Osogho Methodist Memorial Hospital,Primary,Private,7.7022,5.7609,Apanu community,,24hrs,,View
Abia,Bende,Item 1,57624198,01/04/1/2/1/0001,Umunnato General Hospital,Secondary,Public,7.630493164,5.726074219,"close to Abia state NYSC Camp ,along the major road",,24hrs,,View
Abia,Bende,Item 1,57778248,01/04/1/1/1/0058,Umunnato Primary Health Centre,Primary,Public,7.69589357,5.75879806,,,,,View
Abia,Bende,Item 2,32999007,01/04/1/1/1/0041,Okagwe Primary Health Care,Primary,Public,,,,,,,View
Abia,Bende,Item 2,57888420,01/04/1/1/1/0044,Okoko Primary Health Center,Primary,Public,7.632185,5.73690418,,,24hrs,,View
Abia,Bende,Item 3,78005554,01/04/1/1/1/0004,Akanu Model Primary Health Centre,Primary,Public,7.6831,5.7929,,,24hrs,,View
Abia,Bende,Item 3,74845590,01/04/1/1/1/0042,Okai Item  Primary Health Centre,Primary,Public,7.6753,5.8193,INSIDE THE COMMUNTY OKAI,,24HOURS,,View
Abia,Bende,Item 4,26094077,01/04/1/1/1/0014,Amaokwe Item Primary Health Care,Primary,Public,7.6655,5.7545,Located in Amaokwe community,,24hrs,,View
Abia,Bende,Item 4,29225419,01/04/1/1/1/0013,Amaokwe Item Primary Health Center,Primary,Public,7.6684,5.7534,A little further after Amaokwe round about in Amaokwe community,,24hrs,,View
Abia,Bende,Itumbauzo 1,18592082,01/04/1/1/1/0035,Ndiwo Primary Health Centre,Primary,Public,7.68548,5.50068,In Ndiwo community,,24hrs,,View
Abia,Bende,Itumbauzo 1,44278991,01/04/1/1/1/0039,Ntubi Health Post,Primary,Public,7.638362646,5.502857569,IN NTUBI COMMUNTY,,24HOURS,,View
Abia,Bende,Itumbauzo 1,22541358,01/04/1/1/1/0045,Okopedi Health Post,Primary,Public,7.685000156,5.48446537,In Okopedi community,,24hrs,,View
Abia,Bende,Itumbauzo 1,76521138,01/04/1/1/2/0010,St. Nicholas Catholic Hospital,Secondary,Private,,,,,,,View
Abia,Bende,Itumbauzo 1,76814532,01/04/1/1/1/0052,Ubibia Primary Health Care,Primary,Public,7.639961243,5.512368679,Ubibia community,,24hrs,,View
Abia,Bende,Itumbauzo 2,36969587,01/04/1/1/1/0038,Ntalakwu Primary Health Centre,Primary,Public,7.68497216,5.44737652,In Ntalakwu community,,24hrs,,View
Abia,Bende,Nkpa 1,74281812,01/04/1/1/1/0047,Okpuhu Nkpa Primary Health Centre,Primary,Public,7.50867,5.66363,Okpuhu Nkpa community,,24hrs,,View
Abia,Bende,Nkpa 2,76406188,01/04/1/1/1/0008,Amaegbuato Primary Health Centre,Primary,Public,7.47914499,5.6641,Amaegbuato Nkpa Community,,24 HRS,,View
Abia,Bende,Nkpa 2,25691278,01/04/1/1/1/0053,Ugwunkpa Primary Health Care,Primary,Public,7.46223929,5.6285103,,,24HOURS,,View
Abia,Bende,Ozuitem,47139613,01/04/1/1/1/0029,Isiegbu Ozuitem Primary Health Centre,Primary,Public,7.6071,5.6479,,,24hrs,,View
Abia,Bende,Ozuitem,16462213,01/04/1/1/1/0033,Mba Ozuitem Primary Health Care,Primary,Public,7.6136,5.6132,On the major road before you enter the commnunity,,24hrs,,View
Abia,Bende,Ozuitem,14090041,01/04/1/1/1/0059,Umuobasiukwu Primary Health Centre,Primary,Public,7.60535675,5.60172354,Umuobasiukwu community,,24hrs,,View
Abia,Bende,Ugwueke,46013895,01/04/1/1/1/0007,Amaba Ugwueke Primary Health Centre,Primary,Public,7.6243,5.8221,In Amaba community in Bende LGA,,24 HRS,,View
Abia,Bende,Ugwueke,26793712,01/04/1/1/1/0026,Ezeukwu Pimary Health Care,Primary,Public,7.566152215,5.808650851,,,24hrs,,View
Abia,Bende,Ugwueke,78528961,01/04/1/1/1/0034,Ndielu Primary Health Care,Primary,Public,7.60971,5.79088,ON THE ROAD IN NDIELU COMMUNITY BENDE LGA,,24HOURS,,View
Abia,Bende,Ugwueke,77021455,01/04/1/2/2/0003,Royal Cross Methodist Hospital,Secondary,Private,7.61416,5.80294,Ndielu community,,24hrs,,View
Abia,Bende,Umuhu,44295959,01/04/1/1/1/0055,Umuhu Ezechi Primary Health Care Centre,Primary,Public,7.67514,5.64052,Umuhu  community,,24hrs,,View
Abia,Bende,Umuhu,52173650,01/04/1/1/1/0060,Umuokwe Primary Health Care,Primary,Public,7.6796,5.6476,Umuokwe community,,24hrs,,View
Abia,Bende,Umuimenyi,13958672,01/04/1/1/1/0005,Akoli Primary Health Centre,Primary,Public,7.555,5.6662,In Akoli community,,24hrs,,View
Abia,Bende,Umuimenyi,52838820,01/04/1/1/1/0016,Amaorji Imenyi Primary Health Care,Primary,Public,7.527526855,5.682495117,Amaorji Imenyi community,,24hrs,,View
Abia,Bende,Umuimenyi,43502369,01/04/1/1/1/0019,Amoji Lodu Primary Health Care,Primary,Public,7.5293,5.6241,Amaoji Lodu community,,24hrs,,View
Abia,Bende,Umuimenyi,62439703,01/04/1/1/1/0031,Lodu Imenyi Primary Health CARE,Primary,Public,7.5379,5.6379,LODU COMMUNITY,,24HOURS,,View
Abia,Bende,Umuimenyi,71799241,01/04/1/1/1/0032,Lohum Primary Health Care,Primary,Public,7.55371,5.6493,"lohum junction,go towards colony",,24hrs,,View
Abia,Bende,Unknown,61442894,01/04/1/1/1/0043,Okai Health Centre,Primary,Public,7.67457894,5.81787377,,,,,View
Abia,Bende,Unknown,31299750,01/04/1/1/1/0046,Okporoenyi Health Centre,Primary,Public,7.6562405,5.70991838,,,,,View
Abia,Bende,Unknown,85011402,01/04/1/1/1/0051,Tb & Leprosy Referal Centre,Primary,Public,7.53896688,5.65509265,,,,,View
Abia,Bende,Uzuakoli 1,21032965,01/04/1/1/1/0036,Ngwu Primary Health Centre,Primary,Public,7.55499,5.66632,In Ngwu community,,24hrs,,View
Abia,Bende,Uzuakoli 1,58285763,01/04/1/1/1/0037,Nkechi Colwill Methodist Hospital,Primary,Public,7.5403,5.65445,,,,,View
Abia,Bende,Uzuakoli 2,31523236,01/04/1/1/2/0001,Achama  Hospital,Secondary,Private,7.5604,5.6311,QUATERS  UZUAKOLI,,24HOURS,,View
Abia,Bende,Uzuakoli 2,13087702,01/04/1/1/2/0004,Ijeoma Maternity,Primary,Private,7.56031,5.62928,Quarters Uzuakoli,,24hrs,,View
Abia,Bende,Uzuakoli 2,23680288,01/04/1/1/2/0011,Tochi Hospital,Secondary,Private,7.56117,5.63261,OZUITEM PARK,,24HOURS,,View
Abia,Bende,Uzuakoli 2,15586001,01/04/1/1/1/0062,Uzuakoli Primary Health Centre,Primary,Public,7.5619,5.6251,On the major road beside praticing school Uzuakoli,,24hrs,,View
Abia,Ikwuano,Agbaluozu,68268326,01/05/1/1/1/0038,Umugbalu Health Centre,Primary,Public,7.5621,5.4522,,,,,View
Abia,Ikwuano,Ajatanigu,12865735,01/05/1/1/1/0011,Aro-Ajatakiri Health Centre,Primary,Public,7.5206,5.3954,,,,,View
Abia,Ikwuano,Ajatanigu,32359427,01/05/1/1/1/0013,umuigu health centre,Primary,Public,7.5464,5.4087,,,,,View
Abia,Ikwuano,Ajatanigu,67930944,01/05/1/1/1/0034,Umuigu Health Centre,Primary,Public,,,,,,,View
Abia,Ikwuano,Ariam 1,65982919,01/05/1/1/1/0009,Ariam  Primary Health Care Centre,Primary,Public,7.6198,5.3385,,,,,View
Abia,Ikwuano,Ariam 1,55738907,01/05/1/1/1/0008,Ariam Ala-Ala Health Centre,Primary,Public,7.61649836,5.352231847,,,,,View
Abia,Ikwuano,Ariam 1,80785947,01/05/1/1/1/0010,Ariam Primary Health Centre,Primary,Public,7.62004,5.33866,,,,,View
Abia,Ikwuano,Azuiyi,49113942,01/05/1/1/1/0041,Azuiyi health centre,Primary,Public,7.51780,5.36714,,,,,View
Abia,Ikwuano,Ekpiri,25336132,01/05/1/1/2/0002,Ekpiri Health Centre,Primary,Public,7.56912,5.39661,,,,,View
Abia,Ikwuano,Ibere 1,31893587,01/05/1/1/1/0002,Ahia Orie primary heailth centre,Primary,Public,7.60657,5.43775,,,,,View
Abia,Ikwuano,Ibere 1,76166423,01/05/1/1/1/0014,Iberenta Health Centre,Primary,Public,7.606323242,5.447875977,,,,,View
Abia,Ikwuano,Ibere 1,15036557,01/05/1/1/1/0015,Ihim Health Centre,Primary,Public,7.5712,5.4693,,,,,View
Abia,Ikwuano,Ibere 2,50037983,01/05/1/1/1/0019,Itu-Nta Health Centre,Primary,Public,7.6374,5.4491,,,,,View
Abia,Ikwuano,Ibere 2,85594575,01/05/1/1/2/0004,Iyalu Health Centre,Primary,Public,7.5985,5.4476,,,,,View
Abia,Ikwuano,Ibere 2,76532839,01/05/1/1/1/0022,Ngwugwo Health Centre,Primary,Public,7.5865,5.4408,,,,,View
Abia,Ikwuano,Ibere 2,76967818,01/05/1/1/1/0023,Nkalunta Health Centre,Primary,Public,7.56338,5.46894,,,,,View
Abia,Ikwuano,Ibere 2,85127220,01/05/1/1/1/0027,Obuohia Ibere Health Centre,Primary,Public,7.584289551,5.33392334,,,,,View
Abia,Ikwuano,Ikemba,45545924,01/05/1/1/1/0016,Ikemba Health Centre,Primary,Public,7.6462,5.3411,,,,,View
Abia,Ikwuano,Oboro 1,48618847,01/05/1/1/1/0006,Amawom Outreach Unit,Primary,Public,7.55871582,5.463928222,,,,,View
Abia,Ikwuano,Oboro 1,68239988,01/05/1/1/1/0030,Oloko Health Centre,Primary,Public,7.5243,5.3731,,,,,View
Abia,Ikwuano,Oboro 2,17296960,01/05/1/1/1/0004,Amaba Health Centre,Primary,Public,7.5405,5.4548,,,,,View
Abia,Ikwuano,Oboro 2,68442061,01/05/1/1/1/0005,Amabaime Outreach Unit,Primary,Public,,,,,,,View
Abia,Ikwuano,Oboro 2,60267856,01/05/1/2/1/0002,Michael Okpara University Of Agriculture Health Centre,Secondary,Public,7.54369,5.48164,,,,,View
Abia,Ikwuano,Oboro 2,85467063,01/05/1/1/1/0033,Umudike Ukwu Health Centre,Primary,Public,7.547912597,5.469726563,,,,,View
Abia,Ikwuano,Oboro 3,63153206,01/05/1/1/1/0025,Oboro Health Centre,Primary,Public,7.5696,5.4312,,,,,View
Abia,Ikwuano,Oboro 3,71594101,01/05/1/1/1/0029,Okwe Health Centre,Primary,Public,7.5725,5.4238,,,,,View
Abia,Ikwuano,Oboro 4,78560622,01/05/1/1/1/0017,isiala health clinic,Primary,Public,7.5661,5.4052,,,,,View
Abia,Ikwuano,Oboro 4,19932286,01/05/1/1/1/0040,ogbuebule health centre,Primary,Public,7.54589,5.38475,,,,,View
